x,y
2.0704524164201406,-1.1829444183141016
2.52075230666381,-1.0451224268231805
-1.6870278863208725,-0.6778387004133943
-0.5738032073349637,0.9758775140312084
-2.9845673852069434,-0.08398888089356094
-1.868188975351454,-1.3665524901577837
-1.1299937386442942,-1.3330532827575858
2.781343451339259,0.012056226454115748
1.0142839682009743,-0.6631102756526666
2.036779195714697,1.056749378864403
1.265816364863018,-1.378223001700873
0.9830292217114596,-1.4165087566594892
-2.1997334933142128,1.167571749910528
-1.310307890357146,0.4362763735479236
-1.905443115871148,0.8140270285806239
1.2789499940163669,1.760641319425353
-2.6389538877718213,-0.6345370375371493
-2.400904970672715,-0.2129784260435459
1.4798307713658332,-0.9329607451584718
1.1484020328140208,-1.298349735761779
2.5890345696404005,-0.2917626481137283
0.6976410025041231,-1.1258479208134644
-2.135448342056958,0.29746472970659665
-1.4893085888689266,-1.5075845322753851
-1.5392917871847431,1.423142321514835
-1.0361427192148946,-0.12746698711519855
0.13956311642132002,-0.6275619822377436
0.9648806585187311,-1.113429234395083
1.7154947008437116,0.49232927780533897
-0.3990925126794864,0.8224407963414251
-0.2912952440136847,-0.6001205950511159
-1.187701117744257,1.0366803563974218
-0.31529182298077796,-1.3260600389141906
0.9370630607699719,1.2756210199729723
0.9827310866230321,1.5566614158382532
1.17369116031721,0.7901905784183549
-1.4293622341450805,-1.3446748032751494
2.1387754309734976,0.13913609208840017
2.129968085503493,0.6173839222975137
-1.0927190449446242,-0.7354268250626292
-1.282663690332552,-0.5032407083401176
-1.4549829853144778,0.2704747602504729
1.7196801566731734,0.07374766750938022
-0.7854898977513454,0.05733567524826144
-1.7012128935105464,-0.9347576985157859
0.4250651983853677,0.0174936685969036
0.32948120478711473,1.7842144093509686
2.4150167378716967,0.4655974637257616
2.103440019815988,0.9714603472064183
-1.269976593800634,1.2274140591586282
2.69430309804559,0.0802036167368465
-2.562935934750482,-0.47188623148225517
2.1757267964686395,0.04732686638344186
0.31395908523847815,-0.49419486666130696
-0.9731124616133333,-0.2835381160199466
1.3590916066862864,1.1536297062546441
-0.8581312710332702,-1.3285826500940718
2.3314616554001475,0.3538975157395594
-1.5187824780981445,-0.509513387318004
2.3624203945314424,0.49542506535900577
1.760512501812313,0.8216042257101983
